,date_daily,symbol,marketcapname_daily,sector_daily,Date_daily,date_volume,marketcapname_volume,sector_volume,Date_volume,CumulativeCount
113,23-05-2025,PROZONER,Smallcap,Miscellaneous,2025-05-23,17-12-2024,Smallcap,Miscellaneous,2024-12-17,4.0
114,23-05-2025,AWHCL,Smallcap,Miscellaneous,2025-05-23,04-02-2025,Smallcap,Miscellaneous,2025-02-04,1.0
115,23-05-2025,RBA,Smallcap,Quick Service Restaurant,2025-05-23,03-04-2025,Smallcap,Quick Service Restaurant,2025-04-03,3.0
116,23-05-2025,SKIPPER,Midcap,Industrials,2025-05-23,14-10-2024,Midcap,Industrials,2024-10-14,1.0
117,23-05-2025,NYKAA,Largecap,I.T,2025-05-23,,,,,
118,23-05-2025,SJS,Smallcap,FMCG,2025-05-23,09-05-2025,Smallcap,FMCG,2025-05-09,1.0
119,23-05-2025,GOCOLORS,Smallcap,Textiles,2025-05-23,30-04-2025,Smallcap,Textiles,2025-04-30,1.0
120,23-05-2025,VALIANTORG,Smallcap,Industrials,2025-05-23,14-02-2025,Smallcap,Industrials,2025-02-14,2.0
121,23-05-2025,RBLBANK,Midcap,Bank,2025-05-23,,,,,
122,23-05-2025,SPAL,Smallcap,Textiles,2025-05-23,27-03-2025,Smallcap,Textiles,2025-03-27,2.0
123,23-05-2025,PARAGMILK,Smallcap,FMCG,2025-05-23,03-10-2024,Smallcap,FMCG,2024-10-03,4.0
124,23-05-2025,HCG,Midcap,Pharmaceuticals,2025-05-23,,,,,
125,23-05-2025,KPEL,Smallcap,Realty,2025-05-23,,,,,
126,23-05-2025,NH,Largecap,Pharmaceuticals,2025-05-23,25-02-2025,Largecap,Pharmaceuticals,2025-02-25,2.0
127,23-05-2025,LUXIND,Smallcap,Textiles,2025-05-23,,,,,
128,23-05-2025,SHK,Smallcap,Industrials,2025-05-23,15-04-2025,Smallcap,Industrials,2025-04-15,1.0
129,23-05-2025,INDIGO,Largecap,Services,2025-05-23,12-05-2025,Largecap,Services,2025-05-12,1.0
130,23-05-2025,IDFCFIRSTB,Largecap,Bank,2025-05-23,03-04-2025,Largecap,Bank,2025-04-03,1.0
131,23-05-2025,SATIN,Smallcap,Finance,2025-05-23,10-12-2024,Smallcap,Finance,2024-12-10,1.0
132,23-05-2025,SHREEPUSHK,Smallcap,Industrials,2025-05-23,02-12-2024,Smallcap,Industrials,2024-12-02,1.0
133,23-05-2025,SPORTKING,Smallcap,Textiles,2025-05-23,02-05-2025,Smallcap,Textiles,2025-05-02,1.0
134,23-05-2025,AIIL,Largecap,Finance,2025-05-23,01-01-2025,Largecap,Finance,2025-01-01,2.0
135,23-05-2025,INOXWIND,Largecap,FMCG,2025-05-23,02-12-2024,Largecap,FMCG,2024-12-02,3.0
136,23-05-2025,DATAPATTNS,Midcap,Aerospace & Defence,2025-05-23,30-10-2024,Midcap,Aerospace & Defence,2024-10-30,4.0
137,23-05-2025,INTELLECT,Midcap,I.T,2025-05-23,23-12-2024,Midcap,I.T,2024-12-23,3.0
138,23-05-2025,MAPMYINDIA,Midcap,I.T,2025-05-23,09-12-2024,Midcap,I.T,2024-12-09,2.0
139,23-05-2025,VSSL,Smallcap,Metals,2025-05-23,30-09-2024,Smallcap,Metals,2024-09-30,3.0
140,23-05-2025,NBCC,Largecap,Realty,2025-05-23,17-01-2025,Largecap,Realty,2025-01-17,1.0
141,23-05-2025,MCX,Largecap,Financial Services,2025-05-23,,,,,
142,23-05-2025,BRIGADE,Largecap,Realty,2025-05-23,,,,,
143,23-05-2025,KOLTEPATIL,Smallcap,Realty,2025-05-23,11-03-2025,Smallcap,Realty,2025-03-11,1.0
144,23-05-2025,ADANIPORTS,Largecap,Industrials,2025-05-23,05-05-2025,Largecap,Industrials,2025-05-05,1.0
145,23-05-2025,KSCL,Midcap,FMCG,2025-05-23,01-02-2025,Midcap,FMCG,2025-02-01,2.0
146,23-05-2025,MOTILALOFS,Largecap,Services,2025-05-23,15-10-2024,Largecap,Services,2024-10-15,3.0
147,23-05-2025,DLF,Largecap,Realty,2025-05-23,28-10-2024,Largecap,Realty,2024-10-28,1.0
148,23-05-2025,SMSPHARMA,Smallcap,Pharmaceuticals,2025-05-23,23-04-2025,Smallcap,Pharmaceuticals,2025-04-23,1.0
149,23-05-2025,INDIANB,Largecap,Bank,2025-05-23,28-10-2024,Largecap,Bank,2024-10-28,1.0
150,23-05-2025,LUMAXTECH,Smallcap,Auto,2025-05-23,,,,,
151,23-05-2025,TANLA,Midcap,I.T,2025-05-23,01-01-2025,Midcap,I.T,2025-01-01,1.0
152,23-05-2025,DCBBANK,Smallcap,Bank,2025-05-23,25-10-2024,Smallcap,Bank,2024-10-25,2.0
153,23-05-2025,VOLTAMP,Midcap,FMCG,2025-05-23,20-02-2025,Midcap,FMCG,2025-02-20,1.0
154,23-05-2025,GMRAIRPORT,Largecap,Miscellaneous,2025-05-23,,,,,
155,23-05-2025,UTTAMSUGAR,Smallcap,FMCG,2025-05-23,18-03-2025,Smallcap,FMCG,2025-03-18,2.0
156,23-05-2025,GALLANTT,Midcap,Metals,2025-05-23,06-02-2025,Midcap,Metals,2025-02-06,3.0
157,23-05-2025,SOLARINDS,Largecap,Aerospace & Defence,2025-05-23,21-05-2025,Largecap,Aerospace & Defence,2025-05-21,1.0
158,23-05-2025,NITCO,Smallcap,Services,2025-05-23,10-10-2024,Smallcap,Services,2024-10-10,1.0
159,23-05-2025,GSPL,Midcap,Industrials,2025-05-23,,,,,
160,23-05-2025,NITINSPIN,Smallcap,Textiles,2025-05-23,09-12-2024,Smallcap,Textiles,2024-12-09,2.0
161,23-05-2025,SUZLON,Largecap,FMCG,2025-05-23,21-04-2025,Largecap,FMCG,2025-04-21,1.0
162,23-05-2025,ECLERX,Midcap,I.T,2025-05-23,15-05-2025,Midcap,I.T,2025-05-15,1.0
163,23-05-2025,BGRENERGY,Smallcap,Realty,2025-05-23,06-12-2024,Smallcap,Realty,2024-12-06,3.0
164,23-05-2025,GPTINFRA,Smallcap,Realty,2025-05-23,19-11-2024,Smallcap,Realty,2024-11-19,4.0
165,23-05-2025,TITAGARH,Midcap,FMCG,2025-05-23,11-12-2024,Midcap,FMCG,2024-12-11,2.0
166,23-05-2025,APLAPOLLO,Largecap,Metals,2025-05-23,,,,,
167,23-05-2025,ESSARSHPNG,Smallcap,Services,2025-05-23,17-04-2025,Smallcap,Services,2025-04-17,2.0
168,23-05-2025,APLLTD,Midcap,Pharmaceuticals,2025-05-23,21-03-2025,Midcap,Pharmaceuticals,2025-03-21,1.0
169,23-05-2025,TDPOWERSYS,Midcap,FMCG,2025-05-23,05-11-2024,Midcap,FMCG,2024-11-05,3.0
170,23-05-2025,LTF,Largecap,Finance,2025-05-23,,,,,
171,23-05-2025,ZENTEC,Midcap,Aerospace & Defence,2025-05-23,10-10-2024,Midcap,Aerospace & Defence,2024-10-10,1.0
172,23-05-2025,DALBHARAT,Largecap,Industrials,2025-05-23,,,,,
173,23-05-2025,KIRLOSENG,Midcap,FMCG,2025-05-23,18-03-2025,Midcap,FMCG,2025-03-18,2.0
174,23-05-2025,MOIL,Midcap,Industrials,2025-05-23,02-05-2025,Midcap,Industrials,2025-05-02,1.0
175,23-05-2025,PRESTIGE,Largecap,Realty,2025-05-23,01-02-2025,Largecap,Realty,2025-02-01,1.0
176,23-05-2025,JWL,Midcap,FMCG,2025-05-23,31-10-2024,Midcap,FMCG,2024-10-31,3.0
177,23-05-2025,HMVL,Smallcap,Media,2025-05-23,03-02-2025,Smallcap,Media,2025-02-03,2.0
178,23-05-2025,DBREALTY,Midcap,Realty,2025-05-23,10-10-2024,Midcap,Realty,2024-10-10,4.0
179,23-05-2025,VASCONEQ,Smallcap,Realty,2025-05-23,19-12-2024,Smallcap,Realty,2024-12-19,2.0
180,23-05-2025,DLINKINDIA,Smallcap,Services,2025-05-23,05-05-2025,Smallcap,Services,2025-05-05,1.0
181,23-05-2025,MHRIL,Midcap,Services,2025-05-23,31-01-2025,Midcap,Services,2025-01-31,1.0
182,23-05-2025,ISGEC,Midcap,Realty,2025-05-23,,,,,
183,23-05-2025,20MICRONS,Smallcap,Industrials,2025-05-23,19-05-2025,Smallcap,Industrials,2025-05-19,1.0
184,23-05-2025,KIRIINDUS,Smallcap,Industrials,2025-05-23,14-11-2024,Smallcap,Industrials,2024-11-14,3.0
185,23-05-2025,JUBLPHARMA,Midcap,Pharmaceuticals,2025-05-23,05-02-2025,Midcap,Pharmaceuticals,2025-02-05,1.0
186,23-05-2025,JKTYRE,Midcap,Auto,2025-05-23,09-12-2024,Midcap,Auto,2024-12-09,2.0
187,23-05-2025,BAJAJELEC,Midcap,FMCG,2025-05-23,12-05-2025,Midcap,FMCG,2025-05-12,1.0
188,23-05-2025,TATACONSUM,Largecap,FMCG,2025-05-23,31-01-2025,Largecap,FMCG,2025-01-31,2.0
189,23-05-2025,VTL,Midcap,Textiles,2025-05-23,03-04-2025,Midcap,Textiles,2025-04-03,1.0
190,23-05-2025,ORIENTPPR,Smallcap,Industrials,2025-05-23,02-12-2024,Smallcap,Industrials,2024-12-02,4.0
191,23-05-2025,SHREDIGCEM,Smallcap,Industrials,2025-05-23,,,,,
192,23-05-2025,NCLIND,Smallcap,Industrials,2025-05-23,27-12-2024,Smallcap,Industrials,2024-12-27,1.0
193,23-05-2025,SAGCEM,Smallcap,Industrials,2025-05-23,,,,,
194,23-05-2025,SHAILY,Midcap,FMCG,2025-05-23,27-11-2024,Midcap,FMCG,2024-11-27,2.0
195,23-05-2025,CENTRUM,Smallcap,Finance,2025-05-23,04-12-2024,Smallcap,Finance,2024-12-04,2.0
196,23-05-2025,CEATLTD,Midcap,Auto,2025-05-23,09-12-2024,Midcap,Auto,2024-12-09,2.0
197,23-05-2025,APOLLOTYRE,Largecap,Auto,2025-05-23,,,,,
198,23-05-2025,ZUARIIND,Smallcap,FMCG,2025-05-23,21-10-2024,Smallcap,FMCG,2024-10-21,2.0
199,23-05-2025,SKFINDIA,Largecap,Industrials,2025-05-23,16-05-2025,Largecap,Industrials,2025-05-16,1.0
200,23-05-2025,TNPETRO,Smallcap,Oils,2025-05-23,07-05-2025,Smallcap,Oils,2025-05-07,1.0
201,23-05-2025,GSFC,Midcap,Industrials,2025-05-23,17-01-2025,Midcap,Industrials,2025-01-17,1.0
202,23-05-2025,PFIZER,Largecap,Pharmaceuticals,2025-05-23,20-05-2025,Largecap,Pharmaceuticals,2025-05-20,1.0
203,23-05-2025,GLAXO,Largecap,Pharmaceuticals,2025-05-23,06-02-2025,Largecap,Pharmaceuticals,2025-02-06,3.0
204,23-05-2025,DEEPAKFERT,Midcap,Industrials,2025-05-23,29-01-2025,Midcap,Industrials,2025-01-29,1.0
205,23-05-2025,BPCL,Largecap,Industrials,2025-05-23,,,,,
206,23-05-2025,M&M,Largecap,Auto,2025-05-23,,,,,
207,23-05-2025,ESCORTS,Largecap,Auto,2025-05-23,,,,,
208,23-05-2025,BHARATFORG,Largecap,Industrials,2025-05-23,,,,,
209,23-05-2025,HIRECT,Smallcap,FMCG,2025-05-23,17-10-2024,Smallcap,FMCG,2024-10-17,3.0
210,23-05-2025,INDIANHUME,Smallcap,Realty,2025-05-23,17-02-2025,Smallcap,Realty,2025-02-17,3.0
211,23-05-2025,SANDUMA,Midcap,Industrials,2025-05-23,17-02-2025,Midcap,Industrials,2025-02-17,2.0
212,23-05-2025,CHOLAHLDNG,Largecap,Finance,2025-05-23,08-04-2025,Largecap,Finance,2025-04-08,1.0
213,23-05-2025,AVONMORE,Smallcap,Finance,2025-05-23,03-01-2025,Smallcap,Finance,2025-01-03,2.0
214,23-05-2025,CHOLAFIN,Largecap,Finance,2025-05-23,,,,,
215,23-05-2025,CANFINHOME,Midcap,Finance,2025-05-23,,,,,
216,23-05-2025,INTLCONV,Smallcap,FMCG,2025-05-23,15-05-2025,Smallcap,FMCG,2025-05-15,1.0
217,23-05-2025,ITDCEM,Midcap,Realty,2025-05-23,14-05-2025,Midcap,Realty,2025-05-14,1.0
218,23-05-2025,GRAPHITE,Midcap,FMCG,2025-05-23,11-03-2025,Midcap,FMCG,2025-03-11,2.0
219,23-05-2025,BERGEPAINT,Largecap,Industrials,2025-05-23,,,,,
220,23-05-2025,VIPIND,Midcap,FMCG,2025-05-23,,,,,
221,23-05-2025,DHANUKA,Midcap,Industrials,2025-05-23,16-05-2025,Midcap,Industrials,2025-05-16,1.0
222,23-05-2025,FOODSIN,Smallcap,FMCG,2025-05-23,19-05-2025,Smallcap,FMCG,2025-05-19,1.0
223,23-05-2025,TI,Midcap,FMCG,2025-05-23,05-11-2024,Midcap,FMCG,2024-11-05,3.0
224,23-05-2025,PUNJABCHEM,Smallcap,Industrials,2025-05-23,19-12-2024,Smallcap,Industrials,2024-12-19,3.0
225,23-05-2025,COROMANDEL,Largecap,Industrials,2025-05-23,05-03-2025,Largecap,Industrials,2025-03-05,1.0
226,23-05-2025,PRAKASH,Smallcap,Metals,2025-05-23,15-01-2025,Smallcap,Metals,2025-01-15,2.0
227,23-05-2025,SCHAEFFLER,Largecap,Industrials,2025-05-23,30-04-2025,Largecap,Industrials,2025-04-30,1.0
228,23-05-2025,GABRIEL,Midcap,Auto,2025-05-23,06-12-2024,Midcap,Auto,2024-12-06,4.0
229,23-05-2025,ELECON,Midcap,FMCG,2025-05-23,,,,,
230,23-05-2025,ZEEL,Midcap,Media,2025-05-23,,,,,
231,23-05-2025,SMLISUZU,Smallcap,Auto,2025-05-23,03-03-2025,Smallcap,Auto,2025-03-03,3.0
232,23-05-2025,ASHOKLEY,Largecap,Auto,2025-05-23,12-02-2025,Largecap,Auto,2025-02-12,1.0
233,23-05-2025,TATASTEEL,Largecap,Metals,2025-05-23,,,,,
234,23-05-2025,JYOTICNC,Largecap,FMCG,2025-05-23,17-12-2024,Largecap,FMCG,2024-12-17,2.0
235,23-05-2025,CGPOWER,Largecap,FMCG,2025-05-23,,,,,
236,23-05-2025,DHAMPURSUG,Smallcap,FMCG,2025-05-23,16-01-2025,Smallcap,FMCG,2025-01-16,2.0
237,23-05-2025,IDBI,Largecap,Bank,2025-05-23,16-01-2025,Largecap,Bank,2025-01-16,1.0
238,23-05-2025,TITAN,Largecap,Miscellaneous,2025-05-23,,,,,
239,23-05-2025,SAIL,Largecap,Metals,2025-05-23,12-02-2025,Largecap,Metals,2025-02-12,1.0
240,23-05-2025,CHENNPETRO,Midcap,Industrials,2025-05-23,19-12-2024,Midcap,Industrials,2024-12-19,4.0
241,23-05-2025,HINDPETRO,Largecap,Industrials,2025-05-23,05-05-2025,Largecap,Industrials,2025-05-05,1.0
242,23-05-2025,BHEL,Largecap,FMCG,2025-05-23,28-10-2024,Largecap,FMCG,2024-10-28,2.0
243,23-05-2025,ARVIND,Midcap,Textiles,2025-05-23,,,,,
244,23-05-2025,DALMIASUG,Smallcap,FMCG,2025-05-23,14-05-2025,Smallcap,FMCG,2025-05-14,1.0
245,23-05-2025,CRISIL,Largecap,Miscellaneous,2025-05-23,,,,,
246,23-05-2025,BBOX,Midcap,I.T,2025-05-23,,,,,
