,date_x,symbol,marketcapname_x,sector_x,date_y,marketcapname_y,sector_y,cumulative_sum
31,2024-09-27,THERMAX,Largecap,FMCG,2025-04-24,Largecap,FMCG,1.0
32,2024-09-27,TORNTPHARM,Largecap,Pharmaceuticals,,,,
33,2024-09-27,UNIENTER,Smallcap,Services,,,,
34,2024-09-27,HINDALCO,Largecap,Metals,,,,
35,2024-09-27,BBOX,Midcap,I.T,,,,
36,2024-09-27,TATACOMM,Largecap,Telecom,2025-03-11,Largecap,Telecom,1.0
37,2024-09-27,BAJAJHLDNG,Largecap,Finance,2025-05-19,Largecap,Finance,1.0
38,2024-09-27,ESCORTS,Largecap,Auto,,,,
39,2024-09-27,M&M,Largecap,Auto,,,,
40,2024-09-27,VOLTAS,Largecap,FMCG,,,,
41,2024-09-27,DEEPAKFERT,Midcap,Industrials,,,,
42,2024-09-27,HINDUNILVR,Largecap,FMCG,,,,
43,2024-09-27,NESTLEIND,Largecap,FMCG,,,,
44,2024-09-27,BRITANNIA,Largecap,FMCG,,,,
45,2024-09-27,INDHOTEL,Largecap,Services,,,,
46,2024-09-27,ITC,Largecap,FMCG,,,,
47,2024-09-27,CEATLTD,Midcap,Auto,2025-04-30,Midcap,Auto,1.0
48,2024-09-27,GREAVESCOT,Smallcap,FMCG,2025-04-30,Smallcap,FMCG,1.0
49,2024-09-27,MARATHON,Smallcap,Realty,,,,
50,2024-09-27,RUBYMILLS,Smallcap,Textiles,,,,
51,2024-09-27,SARDAEN,Midcap,Metals,2025-04-11,Midcap,Metals,2.0
52,2024-09-27,ELECON,Midcap,FMCG,,,,
53,2024-09-27,GABRIEL,Midcap,Auto,2025-03-18,Midcap,Auto,2.0
54,2024-09-27,RANEHOLDIN,Smallcap,Finance,2025-04-16,Smallcap,Finance,1.0
55,2024-09-27,GENESYS,Smallcap,I.T,,,,
56,2024-09-27,BLISSGVS,Smallcap,Pharmaceuticals,,,,
57,2024-09-27,UNICHEMLAB,Smallcap,Pharmaceuticals,,,,
58,2024-09-27,ALKYLAMINE,Midcap,Industrials,,,,
59,2024-09-27,ASTRAZEN,Midcap,Pharmaceuticals,,,,
60,2024-09-27,TI,Midcap,FMCG,2025-05-15,Midcap,FMCG,2.0
61,2024-09-27,GMBREW,Smallcap,FMCG,,,,
62,2024-09-27,ASALCBR,Smallcap,FMCG,,,,
63,2024-09-27,JAGSNPHARM,Smallcap,Pharmaceuticals,,,,
64,2024-09-27,GILLETTE,Largecap,FMCG,,,,
65,2024-09-27,VIPIND,Midcap,FMCG,,,,
66,2024-09-27,APOLLOHOSP,Largecap,Pharmaceuticals,,,,
67,2024-09-27,GUFICBIO,Smallcap,Pharmaceuticals,2025-04-24,Smallcap,Pharmaceuticals,1.0
68,2024-09-27,BERGEPAINT,Largecap,Industrials,,,,
69,2024-09-27,GRAPHITE,Midcap,FMCG,2025-03-25,Midcap,FMCG,2.0
70,2024-09-27,ITDCEM,Midcap,Realty,2025-05-14,Midcap,Realty,1.0
71,2024-09-27,HEG,Midcap,FMCG,2025-03-25,Midcap,FMCG,1.0
72,2024-09-27,INTLCONV,Smallcap,FMCG,2025-05-15,Smallcap,FMCG,1.0
73,2024-09-27,SHRIRAMFIN,Largecap,Finance,,,,
74,2024-09-27,CHOLAFIN,Largecap,Finance,,,,
75,2024-09-27,VLSFINANCE,Smallcap,Finance,2025-04-21,Smallcap,Finance,1.0
76,2024-09-27,ARIHANTCAP,Smallcap,Services,,,,
77,2024-09-27,MANYAVAR,Midcap,FMCG,,,,
78,2024-09-27,GMRP&UI,Midcap,Realty,,,,
79,2024-09-27,LLOYDSME,Largecap,Industrials,,,,
80,2024-09-27,CAMPUS,Midcap,FMCG,,,,
81,2024-09-27,NAVA,Midcap,Miscellaneous,,,,
82,2024-09-27,HIMATSEIDE,Smallcap,Textiles,2025-05-07,Smallcap,Textiles,1.0
83,2024-09-27,GANECOS,Smallcap,Textiles,,,,
84,2024-09-27,VARDMNPOLY,Smallcap,Textiles,,,,
85,2024-09-27,SANGAMIND,Smallcap,Textiles,2025-03-24,Smallcap,Textiles,1.0
86,2024-09-27,PREMIERPOL,Smallcap,FMCG,,,,
87,2024-09-27,ASAHIINDIA,Midcap,Industrials,2025-04-22,Midcap,Industrials,1.0
88,2024-09-27,ANANTRAJ,Midcap,Realty,,,,
89,2024-09-27,PAKKA,Smallcap,Industrials,,,,
90,2024-09-27,ARROWGREEN,Smallcap,FMCG,,,,
91,2024-09-27,DBOL,Smallcap,FMCG,,,,
92,2024-09-27,MOTHERSON,Largecap,Auto,2025-04-15,Largecap,Auto,1.0
93,2024-09-27,HAVELLS,Largecap,FMCG,,,,
94,2024-09-27,SYMPHONY,Midcap,FMCG,2025-05-08,Midcap,FMCG,1.0
95,2024-09-27,BUTTERFLY,Smallcap,FMCG,2025-05-09,Smallcap,FMCG,2.0
96,2024-09-27,PPLPHARMA,Largecap,Pharmaceuticals,,,,
97,2024-09-27,BIKAJI,Midcap,FMCG,,,,
98,2024-09-27,KAYNES,Largecap,FMCG,,,,
99,2024-09-27,ADFFOODS,Smallcap,FMCG,,,,
100,2024-09-27,INOXGREEN,Midcap,Miscellaneous,2025-05-20,Midcap,Miscellaneous,3.0
101,2024-09-27,ELIN,Smallcap,FMCG,,,,
102,2024-09-27,CCL,Midcap,FMCG,2025-05-06,Midcap,FMCG,1.0
103,2024-09-27,MUNJALAU,Smallcap,Auto,,,,
104,2024-09-27,WINDMACHIN,Smallcap,FMCG,,,,
105,2024-09-27,RAMRAT,Smallcap,Metals,2025-05-21,Smallcap,Metals,1.0
106,2024-09-27,SAFARI,Midcap,FMCG,,,,
107,2024-09-27,KOKUYOCMLN,Smallcap,Miscellaneous,2025-03-20,Smallcap,Miscellaneous,1.0
108,2024-09-27,LINDEINDIA,Largecap,Industrials,,,,
109,2024-09-27,PRECWIRE,Smallcap,Metals,2025-05-19,Smallcap,Metals,1.0
110,2024-09-27,PIIND,Largecap,Industrials,2025-04-11,Largecap,Industrials,1.0
111,2024-09-27,DVL,Smallcap,Services,,,,
112,2024-09-27,SIMPLEXINF,Smallcap,Realty,,,,
113,2024-09-27,SENCO,Midcap,Miscellaneous,,,,
114,2024-09-27,IOLCP,Smallcap,Pharmaceuticals,2025-05-21,Smallcap,Pharmaceuticals,2.0
115,2024-09-27,SHRIPISTON,Midcap,Auto,2025-05-08,Midcap,Auto,1.0
116,2024-09-27,KOPRAN,Smallcap,Pharmaceuticals,2025-03-21,Smallcap,Pharmaceuticals,2.0
117,2024-09-27,YATHARTH,Smallcap,Pharmaceuticals,,,,
118,2024-09-27,MARKSANS,Midcap,Pharmaceuticals,,,,
119,2024-09-27,NIITMTS,Smallcap,I.T,,,,
120,2024-09-27,SYNCOMF,Smallcap,Pharmaceuticals,,,,
121,2024-09-27,IPCALAB,Largecap,Pharmaceuticals,,,,
122,2024-09-27,SUKHJITS,Smallcap,FMCG,,,,
123,2024-09-27,AUBANK,Largecap,Bank,2025-04-23,Largecap,Bank,1.0
124,2024-09-27,CDSL,Largecap,Financial Services,,,,
125,2024-09-27,ERIS,Largecap,Pharmaceuticals,,,,
126,2024-09-27,DIXON,Largecap,FMCG,,,,
127,2024-09-27,RATNAVEER,Smallcap,Metals,2025-05-15,Smallcap,Metals,1.0
128,2024-09-27,SUNPHARMA,Largecap,Pharmaceuticals,,,,
129,2024-09-27,HIKAL,Smallcap,Pharmaceuticals,2025-04-11,Smallcap,Pharmaceuticals,1.0
130,2024-09-27,CAPLIPOINT,Midcap,Pharmaceuticals,,,,
131,2024-09-27,HITECH,Smallcap,Metals,,,,
132,2024-09-27,AUROPHARMA,Largecap,Pharmaceuticals,,,,
133,2024-09-27,NUVAMA,Largecap,Services,,,,
134,2024-09-27,MATRIMONY,Smallcap,Miscellaneous,,,,
135,2024-09-27,SIGNATURE,Midcap,Realty,,,,
136,2024-09-27,UDS,Smallcap,Miscellaneous,2025-05-19,Smallcap,Miscellaneous,1.0
137,2024-09-27,EIFFL,Smallcap,FMCG,,,,
138,2024-09-27,SALASAR,Smallcap,Metals,,,,
139,2024-09-27,MAXESTATES,Midcap,Realty,2025-03-27,Midcap,Realty,2.0
140,2024-09-27,BLUEJET,Midcap,Pharmaceuticals,2025-05-15,Midcap,Pharmaceuticals,1.0
141,2024-09-27,CREATIVE,Smallcap,I.T,2025-03-27,Smallcap,I.T,2.0
142,2024-09-27,CAPACITE,Smallcap,Realty,,,,
143,2024-09-27,SBILIFE,Largecap,Services,2025-04-25,Largecap,Services,1.0
144,2024-09-27,ICICIGI,Largecap,Services,,,,
145,2024-09-27,GOLDIAM,Smallcap,Miscellaneous,2025-04-15,Smallcap,Miscellaneous,2.0
146,2024-09-27,DOMS,Midcap,Miscellaneous,2025-04-16,Midcap,Miscellaneous,1.0
147,2024-09-27,SHAREINDIA,Smallcap,Finance,,,,
148,2024-09-27,GREENPLY,Smallcap,Plywood Boards/Laminates,,,,
149,2024-09-27,IEX,Midcap,Financial Services,,,,
150,2024-09-27,SURAJEST,Smallcap,Realty,2025-03-21,Smallcap,Realty,1.0
151,2024-09-27,MOTISONS,Smallcap,Miscellaneous,,,,
152,2024-09-27,5PAISA,Smallcap,Services,2025-03-24,Smallcap,Services,1.0
153,2024-09-27,INNOVACAP,Midcap,Pharmaceuticals,,,,
154,2024-09-27,LAOPALA,Smallcap,Industrials,,,,
155,2024-09-27,INDIACEM,Midcap,Industrials,,,,
156,2024-09-27,MEDIASSIST,Smallcap,Miscellaneous,,,,
157,2024-09-27,AMBER,Largecap,FMCG,,,,
158,2024-09-27,EPACK,Smallcap,FMCG,,,,
159,2024-09-27,ASTERDM,Largecap,Pharmaceuticals,2025-03-28,Largecap,Pharmaceuticals,1.0
160,2024-09-27,THEMISMED,Smallcap,Pharmaceuticals,2025-05-19,Smallcap,Pharmaceuticals,1.0
161,2024-09-27,SUVEN,Smallcap,Pharmaceuticals,2025-05-13,Smallcap,Pharmaceuticals,1.0
162,2024-09-27,SUNDARMHLD,Midcap,Finance,2025-03-21,Midcap,Finance,1.0
163,2024-09-27,CLSEL,Smallcap,FMCG,2025-05-16,Smallcap,FMCG,1.0
164,2024-09-27,ISEC,Largecap,Services,,,,
165,2024-09-27,GENUSPOWER,Midcap,FMCG,2025-05-22,Midcap,FMCG,1.0
166,2024-09-27,PLATIND,Smallcap,Industrials,2025-05-09,Smallcap,Industrials,1.0
167,2024-09-27,HARDWYN,Smallcap,Services,,,,
168,2024-09-27,JGCHEM,Smallcap,Industrials,,,,
169,2024-09-27,INDOSTAR,Smallcap,Finance,2025-03-12,Smallcap,Finance,1.0
170,2024-09-27,SHILPAMED,Midcap,Pharmaceuticals,2025-03-18,Midcap,Pharmaceuticals,1.0
171,2024-09-27,PARACABLES,Smallcap,Industrials,,,,
172,2024-09-27,SOLARA,Smallcap,Pharmaceuticals,,,,
173,2024-09-27,STERTOOLS,Smallcap,Industrials,2025-05-15,Smallcap,Industrials,1.0
174,2024-09-27,SGIL,Smallcap,Industrials,2025-04-22,Smallcap,Industrials,1.0
175,2024-09-27,BHAGERIA,Smallcap,Industrials,2025-05-19,Smallcap,Industrials,1.0
176,2024-09-27,SKYGOLD,Midcap,Miscellaneous,,,,
177,2024-09-27,INDGN,Midcap,Pharmaceuticals,2025-03-11,Midcap,Pharmaceuticals,1.0
178,2024-09-27,AADHARHFC,Midcap,Finance,,,,
179,2024-09-27,AWFIS,Smallcap,Miscellaneous,,,,
180,2024-09-27,BALUFORGE,Midcap,Industrials,2025-03-21,Midcap,Industrials,1.0
181,2024-09-27,ABDL,Midcap,FMCG,,,,
182,2024-09-27,BANSALWIRE,Midcap,Metals,,,,
183,2024-09-27,CHOICEIN,Midcap,Finance,2025-04-23,Midcap,Finance,1.0
184,2024-09-27,RPSGVENT,Smallcap,I.T,2025-05-19,Smallcap,I.T,1.0
185,2024-09-27,SPENCERS,Smallcap,FMCG,,,,
186,2024-09-27,CHALET,Midcap,Services,,,,
187,2024-09-27,GRMOVER,Smallcap,FMCG,2025-03-10,Smallcap,FMCG,1.0
188,2024-09-27,ARVINDFASN,Midcap,Services,,,,
189,2024-09-27,EVEREADY,Smallcap,Miscellaneous,,,,
190,2024-09-27,NEOGEN,Smallcap,Industrials,,,,
191,2024-09-27,PPL,Smallcap,FMCG,,,,
192,2024-09-27,FDC,Midcap,Pharmaceuticals,,,,
193,2024-09-27,WEL,Smallcap,FMCG,,,,
194,2024-09-27,MARICO,Largecap,FMCG,,,,
195,2024-09-27,BHAGCHEM,Smallcap,Industrials,2025-04-24,Smallcap,Industrials,1.0
196,2024-09-27,FLUOROCHEM,Largecap,Industrials,,,,
197,2024-09-27,GREENPANEL,Smallcap,Plywood Boards/Laminates,,,,
198,2024-09-27,POLYMED,Largecap,Pharmaceuticals,2025-05-06,Largecap,Pharmaceuticals,1.0
199,2024-09-27,ARTEMISMED,Smallcap,Pharmaceuticals,,,,
200,2024-09-27,SUMICHEM,Largecap,Industrials,,,,
201,2024-09-27,SUVENPHAR,Largecap,Pharmaceuticals,,,,
202,2024-09-27,ROSSARI,Smallcap,Industrials,,,,
203,2024-09-27,SWELECTES,Smallcap,FMCG,,,,
204,2024-09-27,MAXHEALTH,Largecap,Pharmaceuticals,,,,
205,2024-09-27,CAMS,Midcap,Financial Services,,,,
206,2024-09-27,ICICIBANK,Largecap,Bank,,,,
207,2024-09-27,UTIAMC,Midcap,Finance,,,,
208,2024-09-27,APARINDS,Largecap,FMCG,,,,
209,2024-09-27,HCLTECH,Largecap,I.T,2025-04-23,Largecap,I.T,1.0
210,2024-09-27,GEOJITFSL,Smallcap,Services,,,,
211,2024-09-27,GLENMARK,Largecap,Pharmaceuticals,,,,
212,2024-09-27,WOCKPHARMA,Largecap,Pharmaceuticals,,,,
213,2024-09-27,TVSMOTOR,Largecap,Auto,,,,
214,2024-09-27,ACLGATI,Smallcap,FMCG,2025-04-21,Smallcap,FMCG,1.0
215,2024-09-27,TIPSMUSIC,Midcap,Media,,,,
216,2024-09-27,BFUTILITIE,Smallcap,Miscellaneous,2025-03-27,Smallcap,Miscellaneous,2.0
217,2024-09-27,UNITDSPR,Largecap,FMCG,,,,
218,2024-09-27,BHARTIARTL,Largecap,Telecom,,,,
219,2024-09-27,OFSS,Largecap,I.T,,,,
220,2024-09-27,DIVISLAB,Largecap,Pharmaceuticals,,,,
221,2024-09-27,RKFORGE,Midcap,Industrials,,,,
222,2024-09-27,STAR,Midcap,Pharmaceuticals,2025-05-22,Midcap,Pharmaceuticals,1.0
223,2024-09-27,UNOMINDA,Largecap,Auto,,,,
224,2024-09-27,COFORGE,Largecap,I.T,2025-03-05,Largecap,I.T,1.0
225,2024-09-27,CENTURYPLY,Midcap,Plywood Boards/Laminates,,,,
226,2024-09-27,WELENT,Midcap,Realty,,,,
227,2024-09-27,NTPC,Largecap,Miscellaneous,,,,
228,2024-09-27,INDOCO,Smallcap,Pharmaceuticals,,,,
229,2024-09-27,POCL,Smallcap,Metals,2025-04-15,Smallcap,Metals,1.0
230,2024-09-27,IIFL,Midcap,Finance,2025-03-05,Midcap,Finance,1.0
231,2024-09-27,NECLIFE,Smallcap,Pharmaceuticals,,,,
232,2024-09-27,SUZLON,Largecap,FMCG,2025-04-21,Largecap,FMCG,1.0
233,2024-09-27,EKC,Smallcap,Services,,,,
234,2024-09-27,KEC,Largecap,Realty,2025-03-20,Largecap,Realty,3.0
235,2024-09-27,M&MFIN,Largecap,Finance,2025-05-12,Largecap,Finance,1.0
236,2024-09-27,SOLARINDS,Largecap,Aerospace & Defence,2025-05-21,Largecap,Aerospace & Defence,1.0
237,2024-09-27,DEEPINDS,Smallcap,Oils,2025-04-08,Smallcap,Oils,1.0
238,2024-09-27,GEECEE,Smallcap,Realty,2025-05-19,Smallcap,Realty,1.0
239,2024-09-27,FIEMIND,Smallcap,Auto,2025-05-13,Smallcap,Auto,1.0
240,2024-09-27,NAUKRI,Midcap,I.T,2025-05-12,Midcap,I.T,1.0
241,2024-09-27,TORNTPOWER,Largecap,Miscellaneous,,,,
242,2024-09-27,PARSVNATH,Smallcap,Realty,,,,
243,2024-09-27,LTFOODS,Midcap,FMCG,,,,
244,2024-09-27,SOBHA,Midcap,Realty,,,,
245,2024-09-27,LUMAXTECH,Smallcap,Auto,,,,
246,2024-09-27,SMSPHARMA,Smallcap,Pharmaceuticals,2025-04-23,Smallcap,Pharmaceuticals,1.0
247,2024-09-27,SRHHYPOLTD,Smallcap,Industrials,,,,
248,2024-09-27,FORTIS,Largecap,Pharmaceuticals,2025-05-22,Largecap,Pharmaceuticals,1.0
249,2024-09-27,MICEL,Smallcap,FMCG,,,,
250,2024-09-27,INSECTICID,Smallcap,Industrials,,,,
251,2024-09-27,TIMETECHNO,Midcap,FMCG,,,,
252,2024-09-27,V2RETAIL,Midcap,FMCG,,,,
253,2024-09-27,DLF,Largecap,Realty,,,,
254,2024-09-27,ASIANTILES,Smallcap,Industrials,,,,
255,2024-09-27,KPRMILL,Largecap,FMCG,2025-05-09,Largecap,FMCG,4.0
256,2024-09-27,MOTILALOFS,Largecap,Services,,,,
257,2024-09-27,CCCL,Smallcap,Realty,,,,
258,2024-09-27,IL&FSENGG,Smallcap,Realty,,,,
259,2024-09-27,RELIGARE,Midcap,Finance,,,,
260,2024-09-27,RGL,Smallcap,Miscellaneous,,,,
261,2024-09-27,ECLERX,Midcap,I.T,2025-05-15,Midcap,I.T,1.0
262,2024-09-27,BGRENERGY,Smallcap,Realty,,,,
263,2024-09-27,BAJAJ-AUTO,Largecap,Auto,,,,
264,2024-09-27,BAJAJFINSV,Largecap,Finance,,,,
265,2024-09-27,20MICRONS,Smallcap,Industrials,2025-05-19,Smallcap,Industrials,1.0
266,2024-09-27,JUBLFOOD,Largecap,Quick Service Restaurant,,,,
267,2024-09-27,PERSISTENT,Largecap,I.T,,,,
268,2024-09-27,EMAMIREAL,Smallcap,Realty,,,,
269,2024-09-27,WABAG,Midcap,Realty,2025-05-22,Midcap,Realty,1.0
270,2024-09-27,OBEROIRLTY,Largecap,Realty,,,,
271,2024-09-27,GRAVITA,Midcap,Metals,2025-04-11,Midcap,Metals,1.0
272,2024-09-27,FCL,Smallcap,Industrials,,,,
273,2024-09-27,ZENTEC,Midcap,Aerospace & Defence,,,,
274,2024-09-27,MUTHOOTFIN,Largecap,Finance,,,,
275,2024-09-27,LTF,Largecap,Finance,,,,
276,2024-09-27,APLLTD,Midcap,Pharmaceuticals,2025-03-21,Midcap,Pharmaceuticals,1.0
277,2024-09-27,PGEL,Largecap,FMCG,,,,
278,2024-09-27,TRITURBINE,Midcap,FMCG,2025-03-07,Midcap,FMCG,2.0
279,2024-09-27,INDOTHAI,Smallcap,Services,,,,
280,2024-09-27,MCX,Largecap,Financial Services,,,,
281,2024-09-27,TBZ,Smallcap,Miscellaneous,2025-04-22,Smallcap,Miscellaneous,1.0
282,2024-09-27,TARC,Smallcap,Realty,,,,
283,2024-09-27,BECTORFOOD,Midcap,FMCG,,,,
284,2024-09-27,SMCGLOBAL,Smallcap,Services,,,,
285,2024-09-27,HERANBA,Smallcap,Industrials,,,,
286,2024-09-27,LXCHEM,Midcap,Industrials,2025-05-13,Midcap,Industrials,1.0
287,2024-09-27,CRAFTSMAN,Midcap,Auto,,,,
288,2024-09-27,NAZARA,Midcap,Telecom,,,,
289,2024-09-27,BARBEQUE,Smallcap,Quick Service Restaurant,2025-04-28,Smallcap,Quick Service Restaurant,1.0
290,2024-09-27,SONACOMS,Largecap,Auto,2025-04-29,Largecap,Auto,1.0
291,2024-09-27,SHYAMMETL,Largecap,Metals,,,,
292,2024-09-27,KIMS,Largecap,Pharmaceuticals,,,,
293,2024-09-27,ETERNAL,Largecap,I.T,,,,
294,2024-09-27,ALIVUS,Midcap,Pharmaceuticals,,,,
295,2024-09-27,WINDLAS,Smallcap,Pharmaceuticals,,,,
296,2024-09-27,KRSNAA,Smallcap,Pharmaceuticals,,,,
297,2024-09-27,EPIGRAL,Midcap,Industrials,,,,
298,2024-09-27,MOL,Smallcap,Industrials,,,,
299,2024-09-27,APTUS,Midcap,Finance,,,,
300,2024-09-27,SANSERA,Midcap,Auto,,,,
301,2024-09-27,ABSLAMC,Largecap,Finance,,,,
302,2024-09-27,SNOWMAN,Smallcap,Services,2025-04-21,Smallcap,Services,1.0
303,2024-09-27,FINOPB,Smallcap,Bank,2025-04-15,Smallcap,Bank,1.0
304,2024-09-27,POLICYBZR,Largecap,I.T,,,,
305,2024-09-27,SAPPHIRE,Midcap,Quick Service Restaurant,2025-03-06,Midcap,Quick Service Restaurant,1.0
306,2024-09-27,GOCOLORS,Smallcap,Textiles,2025-04-30,Smallcap,Textiles,1.0
307,2024-09-27,MONTECARLO,Smallcap,Textiles,2025-03-24,Smallcap,Textiles,1.0
308,2024-09-27,CMSINFO,Midcap,Miscellaneous,,,,
309,2024-09-27,GENUSPAPER,Smallcap,Industrials,,,,
310,2024-09-27,MINDACORP,Midcap,Auto,,,,
311,2024-09-27,INOXWIND,Largecap,FMCG,2025-03-07,Largecap,FMCG,1.0
312,2024-09-27,SYNGENE,Largecap,Pharmaceuticals,,,,
313,2024-09-27,ARVSMART,Smallcap,Realty,,,,
314,2024-09-27,POWERMECH,Midcap,Realty,2025-03-28,Midcap,Realty,1.0
315,2024-09-27,RAMASTEEL,Smallcap,Metals,,,,
316,2024-09-27,INDIGO,Largecap,Services,2025-05-12,Largecap,Services,1.0
317,2024-09-27,SHK,Smallcap,Industrials,2025-04-15,Smallcap,Industrials,1.0
318,2024-09-27,ALKEM,Largecap,Pharmaceuticals,,,,
319,2024-09-27,PRECAM,Smallcap,Auto,,,,
320,2024-09-27,QUICKHEAL,Smallcap,I.T,2025-05-12,Smallcap,I.T,1.0
321,2024-09-27,HCG,Midcap,Pharmaceuticals,,,,
322,2024-09-27,THYROCARE,Midcap,Pharmaceuticals,2025-04-24,Midcap,Pharmaceuticals,1.0
323,2024-09-27,MGL,Midcap,Industrials,,,,
324,2024-09-27,LTIM,Largecap,I.T,,,,
325,2024-09-27,ADVENZYMES,Smallcap,Pharmaceuticals,,,,
326,2024-09-27,GNA,Smallcap,Auto,2025-04-21,Smallcap,Auto,1.0
327,2024-09-27,ICICIPRULI,Largecap,Services,,,,
328,2024-09-27,PNBHOUSING,Largecap,Finance,,,,
329,2024-09-30,BAJFINANCE,Largecap,Finance,,,,
330,2024-09-30,BALRAMCHIN,Midcap,FMCG,2025-03-19,Midcap,FMCG,2.0
331,2024-09-30,BLUESTARCO,Largecap,FMCG,2025-03-03,Largecap,FMCG,1.0
332,2024-09-30,KCP,Smallcap,Industrials,,,,
333,2024-09-30,CESC,Largecap,Miscellaneous,,,,
334,2024-09-30,SUNDARMFIN,Largecap,Finance,,,,
335,2024-09-30,CGPOWER,Largecap,FMCG,,,,
336,2024-09-30,DALMIASUG,Smallcap,FMCG,2025-05-14,Smallcap,FMCG,1.0
337,2024-09-30,HINDPETRO,Largecap,Industrials,2025-05-05,Largecap,Industrials,1.0
338,2024-09-30,TITAN,Largecap,Miscellaneous,,,,
339,2024-09-30,DCW,Smallcap,Oils,,,,
340,2024-09-30,EIDPARRY,Midcap,FMCG,,,,
341,2024-09-30,EPL,Midcap,Services,2025-05-12,Midcap,Services,1.0
342,2024-09-30,ESTER,Smallcap,Services,,,,
343,2024-09-30,UFLEX,Smallcap,Services,,,,
344,2024-09-30,GODREJIND,Largecap,Industrials,,,,
345,2024-09-30,HCL-INSYS,Smallcap,I.T,,,,
346,2024-09-30,HDFCBANK,Largecap,Bank,,,,
347,2024-09-30,HSCL,Largecap,Industrials,,,,
348,2024-09-30,AGI,Midcap,Services,,,,
349,2024-09-30,INDIAGLYCO,Midcap,FMCG,2025-05-13,Midcap,FMCG,2.0
350,2024-09-30,JSWSTEEL,Largecap,Metals,,,,
351,2024-09-30,LUPIN,Largecap,Pharmaceuticals,,,,
352,2024-09-30,MFSL,Largecap,Finance,,,,
353,2024-09-30,MOREPENLAB,Smallcap,Pharmaceuticals,2025-04-24,Smallcap,Pharmaceuticals,2.0
354,2024-09-30,VEDL,Largecap,Industrials,,,,
355,2024-09-30,PEL,Largecap,Finance,2025-05-07,Largecap,Finance,1.0
356,2024-09-30,NIITLTD,Smallcap,I.T,2025-04-23,Smallcap,I.T,1.0
357,2024-09-30,SURYAROSNI,Midcap,Metals,,,,
358,2024-09-30,JINDALSAW,Midcap,Metals,,,,
359,2024-09-30,TATAPOWER,Largecap,Miscellaneous,,,,
360,2024-09-30,SPMLINFRA,Smallcap,Realty,,,,
361,2024-09-30,TORNTPHARM,Largecap,Pharmaceuticals,,,,
362,2024-09-30,UNIENTER,Smallcap,Services,,,,
363,2024-09-30,HINDALCO,Largecap,Metals,,,,
364,2024-09-30,BBOX,Midcap,I.T,,,,
365,2024-09-30,TATACOMM,Largecap,Telecom,2025-03-11,Largecap,Telecom,1.0
366,2024-09-30,ESCORTS,Largecap,Auto,,,,
367,2024-09-30,M&M,Largecap,Auto,,,,
368,2024-09-30,VOLTAS,Largecap,FMCG,,,,
369,2024-09-30,DEEPAKFERT,Midcap,Industrials,,,,
370,2024-09-30,HINDUNILVR,Largecap,FMCG,,,,
371,2024-09-30,NESTLEIND,Largecap,FMCG,,,,
372,2024-09-30,BRITANNIA,Largecap,FMCG,,,,
373,2024-09-30,COLPAL,Largecap,FMCG,,,,
374,2024-09-30,ITC,Largecap,FMCG,,,,
375,2024-09-30,CEATLTD,Midcap,Auto,2025-04-30,Midcap,Auto,1.0
