,symbol
0,DCXINDIA
1,ORIENTPPR
2,NUVOCO
3,IPL
4,NAHARSPING
5,SAMHI
6,MIDHANI
7,TVSELECT
8,JBMA
9,ASHIMASYN
10,VISAKAIND
11,CUPID
12,KIRLOSENG
13,INDIAGLYCO
14,FAZE3Q
15,ESSARSHPNG
16,DBREALTY
17,AARTIDRUGS
18,UTTAMSUGAR
19,DYCL
20,TI
21,RAJRATAN
22,SMLISUZU
23,INOXGREEN
24,SYRMA
25,MINDTECK
26,GRAPHITE
27,TDPOWERSYS
28,MASTERTR
29,ASAHISONG
30,PARAGMILK
31,VSSL
32,CERA
33,ASTRAMICRO
34,MANINDS
35,GPTINFRA
36,HBLENGINE
37,APTECHT
38,RELINFRA
39,MENONBE
40,CHENNPETRO
41,NIVABUPA
