,date_x,symbol,marketcapname_x,sector_x,date_y,marketcapname_y,sector_y,cumulative_sum
53,2024-09-26,GREAVESCOT,Smallcap,FMCG,2025-04-30,Midcap,FMCG,1.0
54,2024-09-26,MARATHON,Smallcap,Realty,,,,
55,2024-09-26,RUBYMILLS,Smallcap,Textiles,,,,
56,2024-09-26,NELCO,Smallcap,Telecom,2025-03-24,Smallcap,Telecom,1.0
57,2024-09-26,CHOLAHLDNG,Largecap,Finance,2025-04-08,Largecap,Finance,1.0
58,2024-09-26,GABRIEL,Midcap,Auto,2025-03-18,Midcap,Auto,2.0
59,2024-09-26,RANEHOLDIN,Smallcap,Finance,2025-04-16,Smallcap,Finance,1.0
60,2024-09-26,GENESYS,Smallcap,I.T,,,,
61,2024-09-26,ARIHANTSUP,Smallcap,Realty,,,,
62,2024-09-26,BLISSGVS,Smallcap,Pharmaceuticals,,,,
63,2024-09-26,KOTHARIPET,Smallcap,Oils,2025-03-21,Smallcap,Oils,1.0
64,2024-09-26,PCBL,Midcap,Industrials,,,,
65,2024-09-26,SUDARSCHEM,Midcap,Industrials,2025-03-07,Midcap,Industrials,1.0
66,2024-09-26,UNICHEMLAB,Smallcap,Pharmaceuticals,,,,
67,2024-09-26,ALKYLAMINE,Midcap,Industrials,,,,
68,2024-09-26,TI,Midcap,FMCG,2025-05-15,Midcap,FMCG,2.0
69,2024-09-26,JAGSNPHARM,Smallcap,Pharmaceuticals,,,,
70,2024-09-26,GILLETTE,Largecap,FMCG,,,,
71,2024-09-26,APOLLOHOSP,Largecap,Pharmaceuticals,,,,
72,2024-09-26,GUFICBIO,Smallcap,Pharmaceuticals,2025-04-24,Smallcap,Pharmaceuticals,1.0
73,2024-09-26,BERGEPAINT,Largecap,Industrials,,,,
74,2024-09-26,GRAPHITE,Midcap,FMCG,2025-03-25,Midcap,FMCG,2.0
75,2024-09-26,GARFIBRES,Midcap,Textiles,,,,
76,2024-09-26,HEG,Midcap,FMCG,2025-03-25,Midcap,FMCG,1.0
77,2024-09-26,SATINDLTD,Smallcap,Metals,,,,
78,2024-09-26,SHRIRAMFIN,Largecap,Finance,,,,
79,2024-09-26,CHOLAFIN,Largecap,Finance,,,,
80,2024-09-26,VLSFINANCE,Smallcap,Finance,2025-04-21,Smallcap,Finance,1.0
81,2024-09-26,MONARCH,Smallcap,Services,,,,
82,2024-09-26,AVONMORE,Smallcap,Finance,,,,
83,2024-09-26,ARIHANTCAP,Smallcap,Services,,,,
84,2024-09-26,MANYAVAR,Midcap,FMCG,,,,
85,2024-09-26,SEQUENT,Smallcap,Pharmaceuticals,2025-05-05,Smallcap,Pharmaceuticals,1.0
86,2024-09-26,CAMPUS,Midcap,FMCG,,,,
87,2024-09-26,NAVA,Midcap,Miscellaneous,,,,
88,2024-09-26,PRUDENT,Midcap,Services,,,,
89,2024-09-26,STEELCAS,Smallcap,Industrials,2025-04-11,Smallcap,Industrials,1.0
90,2024-09-26,HIMATSEIDE,Smallcap,Textiles,2025-05-07,Smallcap,Textiles,1.0
91,2024-09-26,GANECOS,Smallcap,Textiles,,,,
92,2024-09-26,VARDMNPOLY,Smallcap,Textiles,,,,
93,2024-09-26,ASAHIINDIA,Midcap,Industrials,2025-04-22,Midcap,Industrials,1.0
94,2024-09-26,ANANTRAJ,Midcap,Realty,,,,
95,2024-09-26,PAKKA,Smallcap,Industrials,,,,
96,2024-09-26,ARROWGREEN,Smallcap,FMCG,,,,
97,2024-09-26,DBOL,Smallcap,FMCG,,,,
98,2024-09-26,SUBROS,Smallcap,Auto,,,,
99,2024-09-26,HAVELLS,Largecap,FMCG,,,,
100,2024-09-26,IGARASHI,Smallcap,FMCG,,,,
101,2024-09-26,SYMPHONY,Midcap,FMCG,2025-05-08,Midcap,FMCG,1.0
102,2024-09-26,PPLPHARMA,Largecap,Pharmaceuticals,,,,
103,2024-09-26,BIKAJI,Midcap,FMCG,,,,
104,2024-09-26,KAYNES,Largecap,FMCG,,,,
105,2024-09-26,INOXGREEN,Midcap,Miscellaneous,2025-05-20,Midcap,Miscellaneous,3.0
106,2024-09-26,HERITGFOOD,Smallcap,FMCG,,,,
107,2024-09-26,CCL,Midcap,FMCG,2025-05-06,Midcap,FMCG,1.0
108,2024-09-26,KITEX,Midcap,FMCG,,,,
109,2024-09-26,WINDMACHIN,Smallcap,FMCG,,,,
110,2024-09-26,RAMRAT,Smallcap,Metals,,,,
111,2024-09-26,SAFARI,Midcap,FMCG,,,,
112,2024-09-26,KOKUYOCMLN,Smallcap,Miscellaneous,2025-03-20,Smallcap,Miscellaneous,1.0
113,2024-09-26,JMFINANCIL,Midcap,Finance,,,,
114,2024-09-26,LINDEINDIA,Largecap,Industrials,,,,
115,2024-09-26,MANKIND,Largecap,Pharmaceuticals,,,,
116,2024-09-26,PIIND,Largecap,Industrials,2025-04-11,Largecap,Industrials,1.0
117,2024-09-26,DVL,Smallcap,Services,,,,
118,2024-09-26,SIMPLEXINF,Smallcap,Realty,,,,
119,2024-09-26,SENCO,Midcap,Miscellaneous,,,,
120,2024-09-26,IOLCP,Smallcap,Pharmaceuticals,2025-05-15,Smallcap,Pharmaceuticals,1.0
121,2024-09-26,NETWEB,Midcap,I.T,2025-05-05,Midcap,I.T,1.0
122,2024-09-26,SHRIPISTON,Midcap,Auto,2025-05-08,Midcap,Auto,1.0
123,2024-09-26,KOPRAN,Smallcap,Pharmaceuticals,2025-03-21,Smallcap,Pharmaceuticals,2.0
124,2024-09-26,BCLIND,Smallcap,FMCG,,,,
125,2024-09-26,INDOBORAX,Smallcap,Industrials,2025-04-21,Smallcap,Industrials,1.0
126,2024-09-26,MARKSANS,Midcap,Pharmaceuticals,,,,
127,2024-09-26,SYNCOMF,Smallcap,Pharmaceuticals,,,,
128,2024-09-26,IPCALAB,Largecap,Pharmaceuticals,,,,
129,2024-09-26,SUKHJITS,Smallcap,FMCG,,,,
130,2024-09-26,TVSSCS,Midcap,Services,,,,
131,2024-09-26,BSE,Largecap,Financial Services,2025-03-28,Largecap,Financial Services,1.0
132,2024-09-26,DMART,Largecap,FMCG,,,,
133,2024-09-26,AEROFLEX,Smallcap,Metals,,,,
134,2024-09-26,AUBANK,Largecap,Bank,2025-04-23,Largecap,Bank,1.0
135,2024-09-26,CDSL,Largecap,Financial Services,,,,
136,2024-09-26,ERIS,Largecap,Pharmaceuticals,,,,
137,2024-09-26,AVADHSUGAR,Smallcap,FMCG,2025-04-15,Smallcap,FMCG,1.0
138,2024-09-26,INDOAMIN,Smallcap,Industrials,2025-04-16,Smallcap,Industrials,1.0
139,2024-09-26,DIXON,Largecap,FMCG,,,,
140,2024-09-26,RATNAVEER,Smallcap,Metals,2025-05-15,Smallcap,Metals,1.0
141,2024-09-26,SUNPHARMA,Largecap,Pharmaceuticals,,,,
142,2024-09-26,HIKAL,Smallcap,Pharmaceuticals,2025-04-11,Smallcap,Pharmaceuticals,1.0
143,2024-09-26,CAPLIPOINT,Midcap,Pharmaceuticals,,,,
144,2024-09-26,HITECH,Smallcap,Metals,,,,
145,2024-09-26,AUROPHARMA,Largecap,Pharmaceuticals,,,,
146,2024-09-26,NUVAMA,Largecap,Services,,,,
147,2024-09-26,MATRIMONY,Smallcap,Miscellaneous,,,,
148,2024-09-26,SIGNATURE,Midcap,Realty,,,,
149,2024-09-26,JSWINFRA,Largecap,Industrials,,,,
150,2024-09-26,UDS,Smallcap,Miscellaneous,2025-05-19,Smallcap,Miscellaneous,1.0
151,2024-09-26,MPHASIS,Largecap,I.T,,,,
152,2024-09-26,EIFFL,Smallcap,FMCG,,,,
153,2024-09-26,KRITI,Smallcap,FMCG,,,,
154,2024-09-26,SALASAR,Smallcap,Metals,,,,
155,2024-09-26,CREATIVE,Smallcap,I.T,2025-03-27,Smallcap,I.T,2.0
156,2024-09-26,ASKAUTOLTD,Midcap,Auto,,,,
157,2024-09-26,CAPACITE,Smallcap,Realty,,,,
158,2024-09-26,SBILIFE,Largecap,Services,2025-04-25,Largecap,Services,1.0
159,2024-09-26,ICICIGI,Largecap,Services,,,,
160,2024-09-26,GOLDIAM,Smallcap,Miscellaneous,2025-04-15,Smallcap,Miscellaneous,2.0
161,2024-09-26,DOMS,Midcap,Miscellaneous,2025-04-16,Midcap,Miscellaneous,1.0
162,2024-09-26,SHAREINDIA,Smallcap,Finance,,,,
163,2024-09-26,GREENPLY,Smallcap,Plywood Boards/Laminates,,,,
164,2024-09-26,DPABHUSHAN,Smallcap,Miscellaneous,,,,
165,2024-09-26,63MOONS,Smallcap,I.T,,,,
166,2024-09-26,SURAJEST,Smallcap,Realty,2025-03-21,Smallcap,Realty,1.0
167,2024-09-26,5PAISA,Smallcap,Services,2025-03-24,Smallcap,Services,1.0
168,2024-09-26,MUFTI,Smallcap,FMCG,2025-04-17,Smallcap,FMCG,1.0
169,2024-09-26,RBZJEWEL,Smallcap,Miscellaneous,,,,
170,2024-09-26,INNOVACAP,Midcap,Pharmaceuticals,,,,
171,2024-09-26,LAOPALA,Smallcap,Industrials,,,,
172,2024-09-26,INDIACEM,Midcap,Industrials,,,,
173,2024-09-26,JUBLPHARMA,Midcap,Pharmaceuticals,,,,
174,2024-09-26,MEDIASSIST,Smallcap,Miscellaneous,,,,
175,2024-09-26,AMBER,Largecap,FMCG,,,,
176,2024-09-26,EPACK,Smallcap,FMCG,,,,
177,2024-09-26,ASTERDM,Largecap,Pharmaceuticals,2025-03-28,Largecap,Pharmaceuticals,1.0
178,2024-09-26,THEMISMED,Smallcap,Pharmaceuticals,2025-05-19,Smallcap,Pharmaceuticals,1.0
179,2024-09-26,ENTERO,Midcap,FMCG,,,,
180,2024-09-26,ISEC,Largecap,Services,,,,
181,2024-09-26,GENUSPOWER,Midcap,FMCG,,,,
182,2024-09-26,HARDWYN,Smallcap,Services,,,,
183,2024-09-26,INDOSTAR,Smallcap,Finance,2025-03-12,Smallcap,Finance,1.0
184,2024-09-26,SHILPAMED,Midcap,Pharmaceuticals,2025-03-18,Midcap,Pharmaceuticals,1.0
185,2024-09-26,PARACABLES,Smallcap,Industrials,,,,
186,2024-09-26,ADANIGREEN,Largecap,Miscellaneous,,,,
187,2024-09-26,SOLARA,Smallcap,Pharmaceuticals,,,,
188,2024-09-26,GOODLUCK,Smallcap,Metals,,,,
189,2024-09-26,BHARTIHEXA,Largecap,Telecom,,,,
190,2024-09-26,SGIL,Smallcap,Industrials,2025-04-22,Smallcap,Industrials,1.0
191,2024-09-26,AAVAS,Midcap,Finance,,,,
192,2024-09-26,INDGN,Midcap,Pharmaceuticals,2025-03-11,Midcap,Pharmaceuticals,1.0
193,2024-09-26,AWFIS,Smallcap,Miscellaneous,,,,
194,2024-09-26,ABDL,Midcap,FMCG,,,,
195,2024-09-26,EMCURE,Largecap,Pharmaceuticals,2025-04-17,Largecap,Pharmaceuticals,2.0
196,2024-09-26,CHOICEIN,Midcap,Finance,2025-04-23,Midcap,Finance,1.0
197,2024-09-26,RPSGVENT,Smallcap,I.T,2025-05-19,Smallcap,I.T,1.0
198,2024-09-26,ARVINDFASN,Midcap,Services,,,,
199,2024-09-26,EVEREADY,Smallcap,Miscellaneous,,,,
200,2024-09-26,PPL,Smallcap,FMCG,,,,
201,2024-09-26,SBC,Smallcap,Textiles,,,,
202,2024-09-26,FDC,Midcap,Pharmaceuticals,,,,
203,2024-09-26,WEL,Smallcap,FMCG,,,,
204,2024-09-26,MARICO,Largecap,FMCG,,,,
205,2024-09-26,BHAGCHEM,Smallcap,Industrials,2025-04-24,Smallcap,Industrials,1.0
206,2024-09-26,FLUOROCHEM,Largecap,Industrials,,,,
207,2024-09-26,POLYMED,Largecap,Pharmaceuticals,2025-05-06,Largecap,Pharmaceuticals,1.0
208,2024-09-26,ARTEMISMED,Smallcap,Pharmaceuticals,,,,
209,2024-09-26,SUMICHEM,Largecap,Industrials,,,,
210,2024-09-26,SUVENPHAR,Largecap,Pharmaceuticals,,,,
211,2024-09-26,ROSSARI,Smallcap,Industrials,,,,
212,2024-09-26,MAXHEALTH,Largecap,Pharmaceuticals,,,,
213,2024-09-26,WELCORP,Largecap,Metals,2025-03-20,Largecap,Metals,1.0
214,2024-09-26,CAMS,Midcap,Financial Services,,,,
215,2024-09-26,ICICIBANK,Largecap,Bank,,,,
216,2024-09-26,UTIAMC,Midcap,Finance,,,,
217,2024-09-26,APARINDS,Largecap,FMCG,,,,
218,2024-09-26,HCLTECH,Largecap,I.T,2025-04-23,Largecap,I.T,1.0
219,2024-09-26,GLENMARK,Largecap,Pharmaceuticals,,,,
220,2024-09-26,WOCKPHARMA,Largecap,Pharmaceuticals,,,,
221,2024-09-26,AJANTPHARM,Largecap,Pharmaceuticals,,,,
222,2024-09-26,TVSMOTOR,Largecap,Auto,,,,
223,2024-09-26,ACLGATI,Smallcap,FMCG,2025-04-21,Smallcap,FMCG,1.0
224,2024-09-26,TRIVENI,Midcap,FMCG,,,,
225,2024-09-26,RAMCOSYS,Smallcap,I.T,2025-03-25,Smallcap,I.T,1.0
226,2024-09-26,TIPSMUSIC,Midcap,Media,,,,
227,2024-09-26,UNITDSPR,Largecap,FMCG,,,,
228,2024-09-26,BHARTIARTL,Largecap,Telecom,,,,
229,2024-09-26,OFSS,Largecap,I.T,,,,
230,2024-09-26,POKARNA,Smallcap,FMCG,,,,
231,2024-09-26,DIVISLAB,Largecap,Pharmaceuticals,,,,
232,2024-09-26,RADICO,Largecap,FMCG,,,,
233,2024-09-26,RKFORGE,Midcap,Industrials,,,,
234,2024-09-26,STAR,Midcap,Pharmaceuticals,,,,
235,2024-09-26,UNOMINDA,Largecap,Auto,,,,
236,2024-09-26,COFORGE,Largecap,I.T,2025-03-05,Largecap,I.T,1.0
237,2024-09-26,CENTURYPLY,Midcap,Plywood Boards/Laminates,,,,
238,2024-09-26,WELENT,Midcap,Realty,,,,
239,2024-09-26,NTPC,Largecap,Miscellaneous,,,,
240,2024-09-26,INDOCO,Smallcap,Pharmaceuticals,,,,
241,2024-09-26,POCL,Smallcap,Metals,2025-04-15,Smallcap,Metals,1.0
242,2024-09-26,SHOPERSTOP,Midcap,FMCG,,,,
243,2024-09-26,JKCEMENT,Largecap,Industrials,,,,
244,2024-09-26,NECLIFE,Smallcap,Pharmaceuticals,,,,
245,2024-09-26,SUZLON,Largecap,FMCG,2025-04-21,Largecap,FMCG,1.0
246,2024-09-26,EKC,Smallcap,Services,,,,
247,2024-09-26,KERNEX,Smallcap,FMCG,2025-03-25,Smallcap,FMCG,1.0
248,2024-09-26,PVRINOX,Midcap,Media,,,,
249,2024-09-26,GSPL,Midcap,Industrials,,,,
250,2024-09-26,KEC,Largecap,Realty,2025-03-20,Largecap,Realty,3.0
251,2024-09-26,M&MFIN,Largecap,Finance,2025-05-12,Largecap,Finance,1.0
252,2024-09-26,NITCO,Smallcap,Services,,,,
253,2024-09-26,SOLARINDS,Largecap,Aerospace & Defence,,,,
254,2024-09-26,KAMDHENU,Smallcap,Metals,2025-04-29,Smallcap,Metals,1.0
255,2024-09-26,DEEPINDS,Smallcap,Oils,2025-04-08,Smallcap,Oils,1.0
256,2024-09-26,GEECEE,Smallcap,Realty,2025-05-19,Smallcap,Realty,1.0
257,2024-09-26,FIEMIND,Smallcap,Auto,2025-05-13,Smallcap,Auto,1.0
258,2024-09-26,NAUKRI,Midcap,I.T,2025-05-12,Midcap,I.T,1.0
259,2024-09-26,TORNTPOWER,Largecap,Miscellaneous,,,,
260,2024-09-26,PARSVNATH,Smallcap,Realty,,,,
261,2024-09-26,SUTLEJTEX,Smallcap,Textiles,,,,
262,2024-09-26,SOBHA,Midcap,Realty,,,,
263,2024-09-26,LUMAXTECH,Smallcap,Auto,,,,
264,2024-09-26,SMSPHARMA,Smallcap,Pharmaceuticals,2025-04-23,Smallcap,Pharmaceuticals,1.0
265,2024-09-26,FORTIS,Largecap,Pharmaceuticals,,,,
266,2024-09-26,MICEL,Smallcap,FMCG,,,,
267,2024-09-26,INSECTICID,Smallcap,Industrials,,,,
268,2024-09-26,V2RETAIL,Midcap,FMCG,,,,
269,2024-09-26,ADSL,Smallcap,I.T,,,,
270,2024-09-26,ASIANTILES,Smallcap,Industrials,,,,
271,2024-09-26,MOTILALOFS,Largecap,Services,,,,
272,2024-09-26,IL&FSENGG,Smallcap,Realty,,,,
273,2024-09-26,RELIGARE,Midcap,Finance,,,,
274,2024-09-26,EDELWEISS,Midcap,Finance,2025-05-13,Midcap,Finance,3.0
275,2024-09-26,RGL,Smallcap,Miscellaneous,,,,
276,2024-09-26,BRIGADE,Largecap,Realty,,,,
277,2024-09-26,BGRENERGY,Smallcap,Realty,,,,
278,2024-09-26,JAIBALAJI,Midcap,Metals,,,,
279,2024-09-26,BAJAJ-AUTO,Largecap,Auto,,,,
280,2024-09-26,BAJAJFINSV,Largecap,Finance,,,,
281,2024-09-26,20MICRONS,Smallcap,Industrials,2025-05-19,Smallcap,Industrials,1.0
282,2024-09-26,DLINKINDIA,Smallcap,Services,2025-05-05,Smallcap,Services,1.0
283,2024-09-26,JSWENERGY,Largecap,Miscellaneous,,,,
284,2024-09-26,GODREJPROP,Largecap,Realty,,,,
285,2024-09-26,JUBLFOOD,Largecap,Quick Service Restaurant,,,,
286,2024-09-26,THANGAMAYL,Midcap,Miscellaneous,,,,
287,2024-09-26,PERSISTENT,Largecap,I.T,,,,
288,2024-09-26,EMAMIREAL,Smallcap,Realty,,,,
289,2024-09-26,WABAG,Midcap,Realty,,,,
290,2024-09-26,OBEROIRLTY,Largecap,Realty,,,,
291,2024-09-26,PRESTIGE,Largecap,Realty,,,,
292,2024-09-26,GRAVITA,Midcap,Metals,2025-04-11,Midcap,Metals,1.0
293,2024-09-26,RPPINFRA,Smallcap,Realty,,,,
294,2024-09-26,ZENTEC,Midcap,Aerospace & Defence,,,,
295,2024-09-26,MUTHOOTFIN,Largecap,Finance,,,,
296,2024-09-26,LTF,Largecap,Finance,,,,
297,2024-09-26,APLLTD,Midcap,Pharmaceuticals,2025-03-21,Largecap,Pharmaceuticals,1.0
298,2024-09-26,PGEL,Largecap,FMCG,,,,
299,2024-09-26,TRITURBINE,Midcap,FMCG,2025-03-07,Midcap,FMCG,2.0
300,2024-09-26,INDOTHAI,Smallcap,Services,,,,
301,2024-09-26,TARC,Smallcap,Realty,,,,
302,2024-09-26,BECTORFOOD,Midcap,FMCG,,,,
303,2024-09-26,SMCGLOBAL,Smallcap,Services,,,,
304,2024-09-26,JUBLINGREA,Midcap,Industrials,,,,
305,2024-09-26,LXCHEM,Midcap,Industrials,2025-05-13,Midcap,Industrials,1.0
306,2024-09-26,NAZARA,Midcap,Telecom,,,,
307,2024-09-26,BARBEQUE,Smallcap,Quick Service Restaurant,2025-04-28,Smallcap,Quick Service Restaurant,1.0
308,2024-09-26,ABFRL,Largecap,FMCG,,,,
309,2024-09-26,SONACOMS,Largecap,Auto,2025-04-29,Largecap,Auto,1.0
310,2024-09-26,SHYAMMETL,Largecap,Metals,,,,
311,2024-09-26,KIMS,Largecap,Pharmaceuticals,,,,
312,2024-09-26,ETERNAL,Largecap,I.T,,,,
313,2024-09-26,WINDLAS,Smallcap,Pharmaceuticals,,,,
314,2024-09-26,KRSNAA,Smallcap,Pharmaceuticals,,,,
315,2024-09-26,EPIGRAL,Midcap,Industrials,,,,
316,2024-09-26,CARTRADE,Midcap,FMCG,,,,
317,2024-09-26,MOL,Smallcap,Industrials,,,,
318,2024-09-26,APTUS,Midcap,Finance,,,,
319,2024-09-26,VIJAYA,Midcap,Pharmaceuticals,2025-03-04,Midcap,Pharmaceuticals,1.0
320,2024-09-26,SANSERA,Midcap,Auto,,,,
321,2024-09-26,SKIPPER,Midcap,Industrials,,,,
322,2024-09-26,ABSLAMC,Largecap,Finance,,,,
323,2024-09-26,FINOPB,Smallcap,Bank,2025-04-15,Smallcap,Bank,1.0
324,2024-09-26,GOCOLORS,Smallcap,Textiles,2025-04-30,Smallcap,Textiles,1.0
325,2024-09-26,SHRIRAMPPS,Smallcap,Realty,2025-03-27,Smallcap,Realty,1.0
326,2024-09-26,MONTECARLO,Smallcap,Textiles,2025-03-24,Smallcap,Textiles,1.0
327,2024-09-26,SUPRIYA,Midcap,Pharmaceuticals,2025-03-21,Midcap,Pharmaceuticals,1.0
328,2024-09-26,CMSINFO,Midcap,Miscellaneous,,,,
329,2024-09-26,MINDACORP,Midcap,Auto,,,,
330,2024-09-26,INOXWIND,Largecap,FMCG,2025-03-07,Largecap,FMCG,1.0
331,2024-09-26,AIIL,Largecap,Finance,2025-05-14,Largecap,Finance,1.0
332,2024-09-26,SYNGENE,Largecap,Pharmaceuticals,,,,
333,2024-09-26,AURUM,Smallcap,I.T,,,,
334,2024-09-26,POWERMECH,Midcap,Realty,2025-03-28,Midcap,Realty,1.0
335,2024-09-26,INDIGO,Largecap,Services,2025-05-12,Largecap,Services,1.0
336,2024-09-26,SHK,Smallcap,Industrials,2025-04-15,Smallcap,Industrials,1.0
337,2024-09-26,ALKEM,Largecap,Pharmaceuticals,,,,
338,2024-09-26,LALPATHLAB,Largecap,Pharmaceuticals,,,,
339,2024-09-26,LUXIND,Smallcap,Textiles,,,,
340,2024-09-26,PRECAM,Smallcap,Auto,,,,
341,2024-09-26,QUICKHEAL,Smallcap,I.T,2025-05-12,Smallcap,I.T,1.0
342,2024-09-26,GOKULAGRO,Smallcap,FMCG,2025-03-19,Smallcap,FMCG,1.0
343,2024-09-26,HCG,Midcap,Pharmaceuticals,,,,
344,2024-09-26,THYROCARE,Midcap,Pharmaceuticals,2025-04-24,Midcap,Pharmaceuticals,1.0
345,2024-09-26,MGL,Midcap,Industrials,,,,
346,2024-09-26,QUESS,Midcap,Miscellaneous,,,,
347,2024-09-26,LTIM,Largecap,I.T,,,,
348,2024-09-26,ADVENZYMES,Smallcap,Pharmaceuticals,,,,
349,2024-09-26,SPAL,Smallcap,Textiles,2025-05-07,Smallcap,Textiles,2.0
350,2024-09-26,GNA,Smallcap,Auto,2025-04-21,Smallcap,Auto,1.0
351,2024-09-26,ICICIPRULI,Largecap,Services,,,,
352,2024-09-26,PNBHOUSING,Largecap,Finance,,,,
353,2024-09-27,BAJFINANCE,Largecap,Finance,,,,
354,2024-09-27,ABREL,Largecap,Industrials,2025-03-03,Largecap,Industrials,1.0
355,2024-09-27,BEPL,Smallcap,Oils,,,,
356,2024-09-27,BLUESTARCO,Largecap,FMCG,2025-03-03,Largecap,FMCG,1.0
357,2024-09-27,KCP,Smallcap,Industrials,,,,
358,2024-09-27,CGPOWER,Largecap,FMCG,,,,
359,2024-09-27,TITAN,Largecap,Miscellaneous,,,,
360,2024-09-27,ESTER,Smallcap,Services,,,,
361,2024-09-27,UFLEX,Smallcap,Services,,,,
362,2024-09-27,GODFRYPHLP,Largecap,FMCG,,,,
363,2024-09-27,GODREJIND,Largecap,Industrials,,,,
364,2024-09-27,HDFCBANK,Largecap,Bank,,,,
365,2024-09-27,HEROMOTOCO,Largecap,Auto,2025-05-15,Largecap,Auto,1.0
366,2024-09-27,HFCL,Midcap,Telecom,2025-05-12,Midcap,Telecom,1.0
367,2024-09-27,HSCL,Largecap,Industrials,,,,
368,2024-09-27,INDIAGLYCO,Midcap,FMCG,2025-05-13,Midcap,FMCG,2.0
369,2024-09-27,JSWSTEEL,Largecap,Metals,,,,
370,2024-09-27,KAJARIACER,Midcap,Industrials,,,,
371,2024-09-27,TRENT,Largecap,FMCG,,,,
372,2024-09-27,LUPIN,Largecap,Pharmaceuticals,,,,
373,2024-09-27,MFSL,Largecap,Finance,,,,
374,2024-09-27,MOREPENLAB,Smallcap,Pharmaceuticals,2025-04-24,Smallcap,Pharmaceuticals,2.0
375,2024-09-27,VEDL,Largecap,Industrials,,,,
376,2024-09-27,PEL,Largecap,Finance,2025-05-07,Largecap,Finance,1.0
377,2024-09-27,OSWALAGRO,Smallcap,Services,2025-04-17,Smallcap,Services,2.0
378,2024-09-27,PIXTRANS,Smallcap,FMCG,,,,
